Date,Open,High,Low,Close,Volume
2022. 5. 24 오후 4:00:00,104.03,105.4,101.26,104.1,5146734
2022. 5. 25 오후 4:00:00,103.66,108.17,103.65,106.78,4656005
2022. 5. 26 오후 4:00:00,107.97,112.67,107.45,111.08,4650130
2022. 5. 27 오후 4:00:00,113.55,115.19,112.63,115.15,4683008
2022. 5. 31 오후 4:00:00,116.28,121.99,115.68,120.21,7231708
2022. 6. 1 오후 4:00:00,122.26,125.18,120.62,121.68,6376449
2022. 6. 2 오후 4:00:00,121.68,125.61,120.05,125.51,5028034
2022. 6. 3 오후 4:00:00,124.2,124.4,121.05,122.35,4880166
2022. 6. 6 오후 4:00:00,125.25,128.99,123.81,124.79,135269024
2022. 6. 7 오후 4:00:00,122.01,124.1,120.63,123,85156712
2022. 6. 8 오후 4:00:00,122.61,123.75,120.75,121.18,64926594
2022. 6. 9 오후 4:00:00,119.99,121.3,116.1,116.15,67029842
2022. 6. 10 오후 4:00:00,113.42,114.5,109.05,109.65,87412245
2022. 6. 13 오후 4:00:00,104.19,106.54,101.86,103.67,99277742
2022. 6. 14 오후 4:00:00,104.19,104.88,101.43,102.31,69728761
2022. 6. 15 오후 4:00:00,103.86,109.06,103.53,107.67,85011060
2022. 6. 16 오후 4:00:00,104.47,104.58,102.01,103.66,82186301
2022. 6. 17 오후 4:00:00,102.8,106.98,102.51,106.22,99772147
2022. 6. 21 오후 4:00:00,108.2,111.63,103.56,108.68,70901245
2022. 6. 22 오후 4:00:00,107.43,112.13,107.02,108.95,60040131
2022. 6. 23 오후 4:00:00,110.39,113,107.93,112.44,64345300
2022. 6. 24 오후 4:00:00,112.38,116.71,111.43,116.46,69867618
2022. 6. 27 오후 4:00:00,117.09,117.98,112.7,113.22,62133240
2022. 6. 28 오후 4:00:00,113.5,114.85,107.04,107.4,75172028
2022. 6. 29 오후 4:00:00,107.38,110.99,106.91,108.92,66375341
2022. 6. 30 오후 4:00:00,108.11,108.18,102.52,106.21,97679401
