Date,Open,High,Low,Close,Volume
2022. 5. 13 오후 4:00:00,114.53,117.88,113.61,116.05,1751924
2022. 5. 16 오후 4:00:00,114.96,116.17,113.89,114.45,1299522
2022. 5. 17 오후 4:00:00,116.84,116.9,114.87,116.47,1152658
2022. 5. 18 오후 4:00:00,115,115.4,111.56,111.9,1756299
2022. 5. 19 오후 4:00:00,111.43,113.01,110,110.38,1707220
2022. 5. 20 오후 4:00:00,111.95,112.18,105.8,108.91,2448148
2022. 5. 23 오후 4:00:00,109.59,112.15,108.74,111.49,1859247
2022. 5. 24 오후 4:00:00,105.77,106.46,101.88,105.97,3838989
2022. 5. 25 오후 4:00:00,104.99,106.5,103.86,105.81,2012867
2022. 5. 26 오후 4:00:00,105.68,108.65,105.22,107.79,1897361
2022. 5. 27 오후 4:00:00,109.48,112.32,109.14,112.32,1895706
2022. 5. 31 오후 4:00:00,112.75,115.74,112.08,113.76,2500613
2022. 6. 1 오후 4:00:00,114.86,117.1,113.25,113.89,1830276
2022. 6. 2 오후 4:00:00,114,117.9,112.95,117.62,1899614
2022. 6. 3 오후 4:00:00,116.06,116.32,113.52,114.54,1306773
2022. 6. 6 오후 4:00:00,116.7,119.35,116.16,116.82,1677077
2022. 6. 7 오후 4:00:00,115.48,117.69,115.05,117.15,1579523
2022. 6. 8 오후 4:00:00,116.76,118.57,116.6,117.19,1305387
2022. 6. 9 오후 4:00:00,116.33,118.3,114.78,114.84,1289898
2022. 6. 10 오후 4:00:00,112.45,113.28,110.37,111.16,2074092
2022. 6. 13 오후 4:00:00,106.79,108.79,106.12,106.39,2362596
2022. 6. 14 오후 4:00:00,106.54,107.92,105.8,106.72,1685313
2022. 6. 15 오후 4:00:00,108.55,111.42,107.67,109.76,1984909
2022. 6. 16 오후 4:00:00,107.22,108.65,105.14,106.03,2584248
2022. 6. 17 오후 4:00:00,106.03,108.7,105.05,107.14,2568826
2022. 6. 21 오후 4:00:00,108.93,112.49,108.6,111.54,2370790
2022. 6. 22 오후 4:00:00,110.56,113.35,110.38,111.49,1538707
2022. 6. 23 오후 4:00:00,112.23,112.74,110.5,112.24,1418096
2022. 6. 24 오후 4:00:00,113,118.08,112.95,117.98,2058184
2022. 6. 27 오후 4:00:00,118.27,118.58,115.18,115.83,1821038
2022. 6. 28 오후 4:00:00,115.8,117.31,111.85,112.01,1794048
2022. 6. 29 오후 4:00:00,111.55,113.16,110.87,111.7,1235841
2022. 6. 30 오후 4:00:00,110,110.89,106.75,108.96,2158453
2022. 7. 1 오후 4:00:00,107.93,109.25,106.73,108.74,1773783
2022. 7. 5 오후 4:00:00,107.1,113.38,105.73,113.26,1969982
2022. 7. 6 오후 4:00:00,113.3,115.59,111.48,114.57,1871569
